file,wall_seconds,exit_code,timed_out,log,attribute application_seconds,blocked (unaccounted)_seconds,congr simp thm_seconds,dsimp_seconds,elaboration_seconds,fix level params_seconds,import_seconds,initialization_seconds,instantiate metavars_seconds,interpretation_seconds,let-to-have transformation_seconds,linting_seconds,module linting_seconds,overlappingInstancesLinter_seconds,parsing_seconds,process pre-definitions_seconds,share common exprs_seconds,simp_seconds,tactic execution_seconds,tacticAnalysis_seconds,type checking_seconds,typeclass inference_seconds
LeanPool/NavierStokesAndEuler/NavierStokes/ActualSignedCurrentSupport.lean,4.174567040987313,0,False,logs/LeanPool/NavierStokesAndEuler/NavierStokes/ActualSignedCurrentSupport.log,0.000193,4.02e-05,0.00103,0.00579,0.055,0.000303,1.89,0.0158,0.000236,0.668,0.000187,0.0148,1.9200000000000003e-06,0.0287,0.00526,0.0032,0.00175,0.0158,0.0286,0.0699,0.0213,0.10400000000000001
