elapsed_seconds,aggregate_compiler_rss_bytes,active_compilers
150.450,4438294528,4
150.509,4466802688,4
150.569,4501504000,4
150.630,4560306176,4
150.690,4602642432,4
150.748,4635099136,4
150.808,4699815936,4
150.865,4740251648,4
150.925,4759781376,4
150.980,4778950656,4
151.040,4793892864,4
151.098,4809457664,4
151.158,5002657792,4
151.218,5260853248,4
151.273,5478645760,4
151.333,5645418496,4
151.394,5664325632,4
151.448,5685657600,4
151.506,5726027776,4
151.567,5756551168,4
151.627,5781815296,4
151.679,5836537856,4
151.738,5859868672,4
151.798,5875023872,4
151.856,5882953728,4
151.917,5894569984,4
151.973,5899304960,4
152.033,5906219008,4
152.090,5916655616,4
152.150,5925404672,4
152.206,5928697856,4
152.267,5932056576,4
152.327,5934448640,4
152.381,5937627136,4
152.442,4403118080,4
152.503,4407623680,3
152.564,4410966016,4
152.623,4490330112,4
152.683,4524933120,4
152.743,4555702272,4
152.801,4585308160,4
152.856,4605231104,4
152.917,4634443776,4
152.977,4653039616,4
153.034,4671684608,4
153.095,4689920000,4
153.148,4708417536,4
153.208,4724588544,4
153.268,4740169728,4
153.323,4750999552,4
153.375,4761993216,4
153.435,4779098112,4
153.495,4795842560,4
153.555,3332849664,4
153.607,3352641536,3
153.669,3367337984,4
153.729,3461283840,4
153.788,3502014464,4
153.848,3539910656,4
153.906,3571515392,4
153.967,3602104320,4
154.027,3632250880,4
154.082,3815833600,4
154.140,4043161600,4
154.192,2806693888,4
154.247,3030614016,3
154.300,3096969216,4
154.360,3213672448,4
154.415,3278176256,4
154.475,3356033024,4
154.535,3417718784,4
154.595,3476733952,4
154.648,3548626944,4
154.708,3595632640,4
154.765,3628351488,4
154.825,3657809920,4
154.884,3685466112,4
154.940,3710648320,4
155.000,3733061632,4
155.060,3761143808,4
155.115,3903766528,4
155.175,4144545792,4
155.235,4416716800,4
155.293,4670341120,4
155.351,4708810752,4
155.409,4744544256,4
155.468,4791074816,4
155.523,4830674944,4
155.583,4871290880,4
155.641,5119836160,4
155.702,5451661312,4
155.762,5666357248,4
155.815,5775327232,4
155.875,5802622976,4
155.931,5831032832,4
155.992,5870649344,4
156.052,5909626880,4
156.106,5940887552,4
156.167,5993906176,4
156.227,6006063104,4
156.281,6017679360,4
156.342,6022938624,4
156.393,6030852096,4
156.453,6039748608,4
156.513,6049529856,4
156.574,6058508288,4
156.634,6068600832,4
156.694,6074630144,4
156.745,6081462272,4
156.799,4662525952,3
156.860,4668030976,4
156.915,4748689408,4
156.975,4783636480,4
157.034,4812816384,4
157.095,4841979904,4
157.149,4872421376,4
157.209,4897619968,4
157.265,4915789824,4
157.325,4932337664,4
157.381,4949196800,4
157.442,4968054784,4
157.498,4987174912,4
157.556,5005033472,4
157.617,5026906112,4
157.673,5045927936,4
157.733,5066473472,4
157.790,5081513984,4
157.850,5097455616,4
157.910,5106417664,4
157.971,5118492672,4
158.023,5129142272,4
158.083,5142102016,4
158.143,5158125568,4
158.196,5169872896,4
158.257,3591749632,4
158.317,1978040320,3
158.376,2085847040,3
158.433,2388344832,4
158.493,2763243520,4
158.551,3051896832,4
158.606,3122528256,4
158.665,3183230976,4
158.725,3256287232,4
158.781,1750220800,4
158.842,1805271040,3
158.899,1863303168,4
158.956,2021261312,4
159.017,2094268416,4
159.077,2162655232,4
159.134,2209480704,4
159.190,2246737920,4
159.248,2295365632,4
159.305,2340061184,4
159.365,2381479936,4
159.425,2422718464,4
159.481,2459402240,4
159.542,2500706304,4
159.602,2537062400,4
159.662,2569404416,4
159.722,2606252032,4
159.773,2638135296,4
159.833,2696871936,4
159.890,3165192192,4
159.950,3781918720,4
160.006,4162715648,4
160.067,4425613312,4
160.127,4468178944,4
160.187,4526473216,4
160.240,4609540096,4
160.300,4666195968,4
160.360,4910710784,4
160.414,5244895232,4
160.471,5509758976,4
160.532,5718130688,4
160.590,5743591424,4
160.642,5768921088,4
160.698,5812649984,4
160.758,5839323136,4
160.818,5863473152,4
160.879,5911232512,4
160.939,5952258048,4
160.999,5966725120,4
161.056,5991677952,4
161.117,6006931456,4
161.173,6016745472,4
161.233,6026330112,4
161.290,6031507456,4
161.348,6046941184,4
161.408,6051758080,4
161.468,6061768704,4
161.529,6067732480,4
161.581,6072991744,4
161.639,6077628416,4
161.700,6084100096,4
161.760,6090244096,4
161.820,6102302720,4
161.881,6109757440,4
161.940,6113689600,4
162.000,6116950016,4
162.060,6121226240,4
162.115,6128664576,4
162.175,4610244608,3
162.237,4613832704,4
162.298,4697358336,4
162.358,4731371520,4
162.415,4762632192,4
162.475,4802232320,4
162.535,4827709440,4
162.590,4846354432,4
162.650,4866293760,4
162.710,4885069824,4
162.765,4901011456,4
162.825,4918083584,4
162.881,4935335936,4
162.941,4953571328,4
163.001,4968710144,4
163.056,4985765888,4
163.116,5002182656,4
163.177,5030936576,4
163.237,5044944896,4
163.297,5057822720,4
163.357,5068881920,4
163.415,5082038272,4
163.473,5095211008,4
163.533,5107630080,4
163.593,5119721472,4
163.648,5130223616,4
163.708,5247336448,4
163.768,5470552064,4
163.823,5725552640,4
163.883,5957140480,4
163.943,5996527616,4
164.003,4444749824,4
164.057,4472733696,3
164.119,4513529856,4
164.173,4617469952,4
164.233,4681842688,4
164.290,4759814144,4
164.347,4802985984,4
164.407,4833624064,4
164.465,4861198336,4
164.525,4882153472,4
164.585,4903911424,4
164.645,4923949056,4
164.698,4939792384,4
164.758,4961239040,4
164.818,4978556928,4
164.878,4997808128,4
164.931,5015404544,4
164.991,5032460288,4
165.052,5046566912,4
165.109,5059657728,4
165.165,5072633856,4
165.225,5084692480,4
165.281,5096325120,4
165.341,5108678656,4
165.402,5122228224,4
165.459,5134614528,4
165.518,5145788416,4
165.573,5253332992,4
165.633,5477777408,4
165.690,5750636544,4
165.750,5965955072,4
165.811,4397547520,3
165.873,4428201984,4
165.933,4544135168,4
165.992,4608868352,4
166.051,4657823744,4
166.109,4710694912,4
166.167,4782145536,4
166.228,4815224832,4
166.281,4837883904,4
166.338,4868751360,4
166.390,4885348352,4
166.450,4908367872,4
166.510,3423862784,4
166.571,3440508928,3
166.624,3452403712,4
166.684,3548577792,4
166.745,3594797056,4
166.805,3635855360,4
166.856,3665330176,4
166.916,3698180096,4
166.977,3727671296,4
167.034,3755507712,4
167.089,3782246400,4
167.150,3808591872,4
167.209,3835330560,4
167.267,3860185088,4
167.326,3884875776,4
167.381,4119756800,4
167.441,4428857344,4
167.501,4664197120,4
167.559,4803100672,4
167.619,4833280000,4
167.679,4868046848,4
167.740,4925243392,4
167.800,4961255424,4
167.859,4990304256,4
167.914,5058707456,4
167.971,5198069760,4
168.031,5416894464,4
168.092,5652971520,4
168.152,5906743296,4
168.209,5919424512,4
168.269,5950029824,4
168.323,5991989248,4
168.383,6018416640,4
168.439,6044106752,4
168.500,6092619776,4
168.556,6124208128,4
168.616,4618354688,4
168.677,4634230784,3
168.733,4638916608,4
168.793,4729847808,4
168.848,4763942912,4
168.908,4792205312,4
168.968,4823515136,4
169.029,4849942528,4
169.089,4872814592,4
169.140,3365978112,4
169.200,1974353920,3
169.261,1993867264,3
169.316,2086830080,4
169.376,2214739968,4
169.434,2281979904,4
169.492,2340356096,4
169.553,2400485376,4
169.613,2456125440,4
169.664,2519875584,4
169.723,2562260992,4
169.779,2603778048,4
169.831,2639216640,4
169.891,2684649472,4
169.948,2718253056,4
170.008,2748514304,4
170.065,2783690752,4
170.125,2818097152,4
170.185,2855288832,4
170.245,3101360128,4
170.304,3410984960,4
170.365,3664510976,4
170.425,3823288320,4
170.481,3855319040,4
170.542,3896786944,4
170.598,3958980608,4
170.658,4374167552,4
170.718,4895932416,4
170.779,5316820992,4
170.837,5694701568,4
170.897,5742673920,4
170.948,5788008448,4
171.008,5869158400,4
171.068,5928140800,4
171.129,5981798400,4
171.186,6053134336,4
171.240,6112215040,4
171.300,6143410176,4
171.360,6154158080,4
171.420,6163136512,4
171.479,6175965184,4
171.540,6178029568,4
171.600,6179602432,4
171.659,6183354368,4
171.719,6187139072,4
171.779,6191267840,4
171.839,6197198848,4
171.900,6202621952,4
171.956,6207455232,4
172.016,6210666496,4
172.077,6220906496,4
172.134,6225838080,4
172.186,6229213184,4
172.246,6231638016,4
172.298,6235193344,4
172.358,6237241344,4
172.414,6241583104,4
172.475,6247989248,4
172.535,6253690880,4
172.595,6257131520,4
172.648,6259343360,4
172.708,6260801536,4
172.768,6263029760,4
172.823,6265618432,4
172.883,6269861888,4
172.939,6271696896,4
173.000,6280773632,4
173.059,6294700032,4
173.119,6307397632,4
173.180,6312198144,4
173.240,6318194688,4
173.298,6323453952,4
173.358,6336675840,4
173.413,4834131968,3
173.473,4843307008,4
173.529,4918886400,4
173.590,4951949312,4
173.648,4979933184,4
173.708,5006360576,4
173.764,5024563200,4
173.825,5046812672,4
173.885,5101731840,4
173.939,5129420800,4
174.000,5150703616,4
174.061,3304816640,3
174.122,3319988224,4
174.183,3416129536,4
174.236,3453452288,4
174.292,3494707200,4
174.351,2090156032,4
174.410,2120908800,3
174.472,2156773376,4
174.532,2266071040,4
174.592,2322284544,4
174.648,2373304320,4
174.708,2426748928,4
174.763,2465136640,4
174.814,2497986560,4
174.875,2535260160,4
174.931,2644639744,4
174.991,2926559232,4
175.048,3206840320,4
175.108,3468591104,4
175.164,3518087168,4
175.225,3565568000,4
175.281,3621224448,4
175.341,3676635136,4
175.398,3719626752,4
175.458,3894984704,4
175.514,4152180736,4
175.575,4396908544,4
175.631,4656824320,4
175.691,4680843264,4
175.748,4715151360,4
175.806,4768153600,4
175.866,4812128256,4
175.923,4895473664,4
175.983,5182275584,4
176.039,5504270336,4
176.100,5682036736,4
176.160,5792808960,4
176.216,5810847744,4
176.269,5830180864,4
176.323,5868634112,4
176.383,5897682944,4
176.442,5918785536,4
176.502,5959729152,4
176.563,6007324672,4
176.614,4534321152,4
176.675,4543643648,3
176.732,4547543040,4
176.792,4633001984,4
176.852,4680073216,4
176.906,4710776832,4
176.966,4737908736,4
177.023,4768792576,4
177.083,4792467456,4
177.143,4815224832,4
177.198,4834361344,4
177.258,4856070144,4
177.314,4873404416,4
177.375,4893278208,4
177.431,4913479680,4
177.491,4927275008,4
177.548,4946329600,4
177.608,4961042432,4
177.666,4979113984,4
177.723,4996055040,4
177.783,5014192128,4
177.839,5026037760,4
177.900,5041700864,4
177.956,5054971904,4
178.016,5069291520,4
178.077,5087264768,4
178.137,5099307008,4
178.189,5117165568,4
178.250,5353209856,4
178.310,5646188544,4
178.370,5868208128,4
178.431,5982830592,4
178.491,6001639424,4
178.551,6027264000,4
178.612,6069813248,4
178.669,6094667776,4
178.723,6107365376,4
178.783,6165184512,4
178.836,6190006272,4
178.897,6212599808,4
178.948,4771987456,4
179.009,3042705408,3
179.067,3047161856,3
179.124,3142139904,4
179.180,3252977664,4
179.238,3314368512,4
179.298,3366977536,4
179.354,3409723392,4
179.414,3450470400,4
179.471,3484778496,4
179.523,3513106432,4
179.583,3546824704,4
179.643,3580936192,4
179.698,3611688960,4
179.758,3637542912,4
179.818,3662479360,4
179.873,3684483072,4
179.933,3711631360,4
179.993,3745169408,4
180.048,3772186624,4
180.108,3799613440,4
180.168,3824484352,4
180.226,3844669440,4
180.286,3867475968,4
180.346,3888676864,4
180.398,4090429440,4
180.458,4352753664,4
180.518,4604477440,4
180.573,4917624832,4
180.633,5179785216,4
180.693,5414961152,4
180.748,5667651584,4
180.808,5701730304,4
180.865,5734465536,4
180.923,5834227712,4
180.983,5882396672,4
181.039,5909970944,4
181.100,5951258624,4
181.156,6000754688,4
181.216,6015451136,4
181.276,6026903552,4
181.334,6032850944,4
181.392,6044991488,4
181.451,6050496512,4
181.509,6054723584,4
181.567,6058475520,4
181.626,6062080000,4
181.684,6072254464,4
181.744,6076661760,4
181.805,6083051520,4
181.865,6089605120,4
181.925,6100697088,4
181.981,6104940544,4
182.041,6112362496,4
182.102,6119161856,4
182.162,6125256704,4
182.222,6129975296,4
182.279,6134169600,4
182.331,6142525440,4
182.391,6148456448,4
182.448,6155763712,4
182.508,6168166400,4
182.568,6174261248,4
182.623,6178127872,4
182.683,6181732352,4
182.743,6186909696,4
182.798,6188138496,4
182.858,6191448064,4
182.916,6195232768,4
182.976,6198886400,4
183.036,6199836672,4
183.096,6204014592,4
183.156,6204030976,4
183.216,6206095360,4
183.273,6219087872,4
183.334,4804640768,3
183.392,3107848192,3
183.449,3189129216,4
183.510,3305291776,4
183.570,3361505280,4
183.630,3413737472,4
183.681,3450732544,4
183.741,3491020800,4
183.801,3529326592,4
183.855,3556933632,4
183.916,3590045696,4
183.976,3621355520,4
184.036,3648061440,4
184.088,3677700096,4
184.139,3696771072,4
184.200,3720904704,4
184.259,3758292992,4
184.314,3782623232,4
184.375,3815735296,4
184.435,4010770432,4
184.492,4231249920,4
184.551,4444880896,4
184.609,4467245056,4
184.667,4497473536,4
184.726,4544528384,4
184.786,4577394688,4
184.837,4640358400,4
184.897,4929060864,4
184.957,5231083520,4
185.014,5411471360,4
185.075,5508808704,4
185.131,5538840576,4
185.191,5578620928,4
185.248,5613830144,4
185.308,5640142848,4
185.364,5667127296,4
185.423,5720260608,4
185.484,5741363200,4
185.542,5751848960,4
185.601,5773295616,4
185.662,4200382464,3
185.724,4209819648,4
185.784,4302323712,4
185.837,3191914496,3
185.891,3221323776,4
185.951,3333242880,4
186.008,3382706176,4
186.068,3434348544,4
186.129,3477405696,4
186.189,3516383232,4
186.249,3555885056,4
186.309,3589390336,4
186.370,3622633472,4
186.423,3646832640,4
186.483,3681288192,4
186.539,3706552320,4
186.600,3732455424,4
186.656,3759210496,4
186.716,3784802304,4
186.777,3818078208,4
186.838,2335621120,3
186.891,2355380224,4
186.951,2455355392,4
187.006,2502967296,4
187.066,2551824384,4
187.127,2596012032,4
187.181,2825125888,4
187.241,3120136192,4
187.301,3417702400,4
187.361,3830546432,4
187.421,4157472768,4
187.482,4371709952,4
187.542,4517150720,4
187.601,4577935360,4
187.656,4621975552,4
187.716,4728094720,4
187.777,4788699136,4
187.837,4832329728,4
187.897,4903124992,4
187.958,4945297408,4
188.014,4966301696,4
188.075,4985028608,4
188.135,5003591680,4
188.195,5020631040,4
188.256,5034491904,4
188.306,5049696256,4
188.366,5064458240,4
188.427,5274353664,4
188.487,5527289856,4
188.547,5737086976,4
188.607,5971083264,4
188.668,5983895552,4
188.728,6012059648,4
188.780,6053330944,4
188.841,6080659456,4
188.898,6106628096,4
188.958,6145114112,4
189.018,6193283072,4
189.079,6208241664,4
189.135,6217826304,4
189.195,6225985536,4
189.255,6236225536,4
189.306,6240157696,4
189.366,6248054784,4
189.423,6257459200,4
189.483,6271418368,4
189.543,6285475840,4
189.601,6290194432,4
189.661,6298009600,4
189.721,6302744576,4
189.778,6305398784,4
189.838,6307495936,4
189.896,6311346176,4
189.956,6313295872,4
190.017,6315032576,4
190.077,6320455680,4
190.131,6326599680,4
190.191,6333513728,4
190.251,6338265088,4
190.306,6345605120,4
190.366,6350782464,4
190.423,6356877312,4
190.483,6360956928,4
190.540,6363398144,4
190.594,6367330304,4
190.654,6371196928,4
190.706,6376538112,4
190.767,6380240896,4
190.827,6385401856,4
190.881,6387941376,4
190.941,6390202368,4
190.998,6395297792,4
191.058,6397870080,4
191.118,6400475136,4
191.179,6409601024,4
191.239,6413598720,4
191.299,6419496960,4
191.360,6424903680,4
191.414,6440140800,4
191.475,6445203456,4
191.535,6449987584,4
191.589,6464225280,4
191.650,6488342528,4
191.706,6509215744,4
191.766,4759486464,4
191.827,4762796032,3
191.890,4767744000,4
191.950,4848828416,4
192.009,4882333696,4
192.067,4919050240,4
192.118,4944723968,4
192.178,3361226752,4
192.232,3383558144,3
192.293,3413671936,4
192.354,3510583296,4
192.414,3558490112,4
192.474,3600482304,4
192.531,3634774016,4
192.584,3663495168,4
192.644,3694182400,4
192.698,3716038656,4
192.758,3745349632,4
192.818,3774349312,4
192.873,3797958656,4
192.933,3826565120,4
192.993,3846733824,4
193.053,3865542656,4
193.106,3884630016,4
193.166,3909353472,4
193.223,3933814784,4
193.279,3957456896,4
193.340,2394324992,4
193.398,2540879872,3
193.460,2769567744,4
193.518,3097985024,4
193.578,3397632000,4
193.631,3431956480,4
193.689,3488890880,4
193.750,3554000896,4
193.810,3819077632,4
193.870,4134387712,4
193.927,4378361856,4
193.981,4593188864,4
194.041,4635852800,4
194.102,4679237632,4
194.159,4737613824,4
194.217,4773838848,4
194.278,4801937408,4
194.331,4856856576,4
194.391,4912463872,4
194.452,4940660736,4
194.506,4964532224,4
194.564,4985028608,4
194.625,5005082624,4
194.681,5021024256,4
194.741,5044224000,4
194.802,5069766656,4
194.862,5088165888,4
194.921,5103747072,4
194.981,5324980224,4
195.042,5604687872,4
195.102,5832278016,4
195.156,5973344256,4
195.216,5989138432,4
195.273,6014353408,4
195.333,6060490752,4
195.393,6091259904,4
195.454,6108741632,4
195.514,6167920640,4
195.574,6201638912,4
195.631,6213910528,4
195.691,6243647488,4
195.748,6250364928,4
195.808,6257508352,4
195.864,6265274368,4
195.925,6270779392,4
195.981,6272008192,4
196.041,6275284992,4
196.102,6280544256,4
196.156,6284918784,4
196.216,6292439040,4
196.276,6297059328,4
196.334,6300762112,4
196.389,6309199872,4
196.450,6315802624,4
196.506,6319456256,4
196.566,6322864128,4
196.623,6326321152,4
196.683,6328811520,4
196.739,6330712064,4
196.800,6335315968,4
196.859,6337691648,4
196.917,6341754880,4
196.976,6351372288,4
197.031,6356189184,4
197.091,6369001472,4
197.148,6376538112,4
197.208,6382010368,4
197.268,6388465664,4
197.329,6392332288,4
197.389,6395822080,4
197.445,6402244608,4
197.504,6410059776,4
197.565,6423068672,4
197.623,6426853376,4
197.684,6428229632,4
197.739,6430277632,4
197.800,6432653312,4
197.859,6437158912,4
197.919,4860002304,4
197.980,4883841024,3
198.042,3160768512,4
198.103,3240181760,3
198.164,3274784768,4
198.225,3383558144,4
198.281,3435429888,4
198.341,3482746880,4
198.398,3524788224,4
198.458,3565764608,4
198.518,3601924096,4
198.578,3634413568,4
198.631,3663986688,4
198.691,3696738304,4
198.751,3732979712,4
198.809,3755376640,4
198.867,3776512000,4
198.926,3803480064,4
198.984,3832250368,4
199.042,3855040512,4
199.103,3882991616,4
199.163,3907059712,4
199.223,3930062848,4
199.283,3951312896,4
199.338,3969630208,4
199.398,3992322048,4
199.458,4017848320,4
199.514,4132208640,4
199.575,4369924096,4
199.631,4890263552,4
199.691,5413175296,4
199.752,5647400960,4
199.812,5776113664,4
199.865,5820514304,4
199.925,5877334016,4
199.984,5942493184,4
200.044,5986107392,4
200.098,6047055872,4
200.158,6122749952,4
200.214,6153863168,4
200.275,6166265856,4
200.335,6185435136,4
200.389,6196871168,4
200.450,6211387392,4
200.509,6225543168,4
200.564,6235947008,4
200.625,6250446848,4
200.681,6263029760,4
200.741,6267944960,4
200.802,6273744896,4
200.862,6280478720,4
200.922,6289817600,4
200.973,6295158784,4
201.033,6302007296,4
201.093,6306873344,4
201.154,6312116224,4
201.214,6325780480,4
201.274,6333808640,4
201.331,6338740224,4
201.391,6344687616,4
201.448,6351552512,4
201.508,6357598208,4
201.567,6362054656,4
201.626,6366707712,4
201.684,6382403584,4
201.745,4846338048,3
201.807,4852105216,4
201.867,4936892416,4
201.923,4973821952,4
201.983,5003051008,4
202.039,5026824192,4
202.100,5048909824,4
202.160,5072322560,4
202.217,5096112128,4
202.273,5117657088,4
202.333,5133434880,4
202.392,5148753920,4
202.451,5164859392,4
202.509,5180063744,4
202.564,5193318400,4
202.625,5205016576,4
202.681,5219745792,4
202.741,3681075200,4
202.801,3694133248,3
202.860,3710861312,4
202.921,3811999744,4
202.981,3855843328,4
203.041,3895017472,4
203.102,3916136448,4
203.159,3943989248,4
203.219,3973677056,4
203.273,3998040064,4
203.331,4022632448,4
203.391,4248256512,4
203.448,4507844608,4
203.506,4725309440,4
203.566,4950163456,4
203.626,4969332736,4
203.684,5007179776,4
203.744,5064146944,4
203.804,5098569728,4
203.856,5123211264,4
203.916,5176115200,4
203.976,5224611840,4
204.034,5243027456,4
204.092,5263458304,4
204.151,5275975680,4
204.206,5287395328,4
204.266,5299994624,4
204.326,5312774144,4
204.384,5469536256,4
204.442,5675646976,4
204.500,5933989888,4
204.556,6146736128,4
204.616,6215155712,4
204.673,6238470144,4
204.731,6269976576,4
204.791,6307577856,4
204.852,6337101824,4
204.906,6361563136,4
204.966,6419693568,4
205.023,6440943616,4
205.083,6470615040,4
205.143,4799332352,4
205.204,4806590464,3
205.266,4813012992,4
205.326,4897390592,4
205.384,4930600960,4
205.442,4962484224,4
205.501,4990812160,4
205.559,5016076288,4
205.619,5043060736,4
205.673,5060231168,4
205.733,5082087424,4
205.792,5105270784,4
205.848,5125357568,4
205.908,5151145984,4
205.968,5166972928,4
206.026,5191155712,4
206.081,5210423296,4
206.141,5229395968,4
206.198,5243420672,4
206.258,5262032896,4
206.314,5277876224,4
206.375,5291573248,4
206.435,5302697984,4
206.488,5318213632,4
206.549,5334155264,4
206.609,5346312192,4
206.669,5385338880,4
206.730,5602312192,4
206.790,5848711168,4
206.851,4203397120,3
206.908,4431314944,4
206.964,4514627584,4
207.025,4572545024,4
207.081,4649484288,4
207.141,4697030656,4
207.198,4732256256,4
207.258,4790190080,4
207.318,4847550464,4
207.373,4875141120,4
207.433,4908630016,4
207.493,4927242240,4
207.551,4948393984,4
207.609,4961828864,4
207.667,4973723648,4
207.726,4987338752,4
207.781,5000085504,4
207.838,5013045248,4
207.889,5029396480,4
207.942,5042700288,4
207.998,5055135744,4
208.058,5068554240,4
208.118,5084774400,4
208.179,3526410240,3
208.241,3543433216,4
208.298,3629498368,4
208.358,3672309760,4
208.414,3710746624,4
208.474,4014391296,4
208.535,2699329536,4
208.590,2895970304,3
208.643,3022258176,4
208.703,3135635456,4
208.756,3199680512,4
208.816,3285303296,4
208.876,3347693568,4
208.931,3391782912,4
208.991,3483795456,4
209.048,3534045184,4
209.108,3571728384,4
209.168,3607855104,4
209.228,3643457536,4
209.289,3674914816,4
209.348,3706273792,4
209.408,3729948672,4
209.468,3758931968,4
209.523,2271395840,4
209.583,2295463936,3
209.641,2317844480,4
209.701,2422767616,4
209.761,2646016000,4
209.814,2883518464,4
209.874,3147300864,4
209.934,3439443968,4
209.989,3471572992,4
210.046,3532832768,4
210.098,3799400448,4
210.158,4158636032,4
210.218,4394532864,4
210.278,4540547072,4
210.339,4617945088,4
210.398,4672585728,4
210.458,4733239296,4
210.518,4776214528,4
210.576,4811620352,4
210.636,4879171584,4
210.696,4914053120,4
210.756,4934402048,4
210.814,4953686016,4
210.874,4968775680,4
210.935,4984143872,4
210.989,4998397952,4
211.049,5012226048,4
211.109,5190942720,4
211.169,5427757056,4
211.229,5649285120,4
211.281,5891178496,4
211.338,5904678912,4
211.389,5926158336,4
211.449,5963464704,4
211.506,6000771072,4
211.566,6039371776,4
211.626,6071910400,4
211.683,6120669184,4
211.744,6149029888,4
211.798,6160777216,4
211.858,6168838144,4
211.914,6178193408,4
211.974,6184140800,4
212.034,6201147392,4
212.092,6210174976,4
212.148,6216318976,4
212.208,6228426752,4
212.267,6233636864,4
212.327,6241337344,4
212.388,6259195904,4
212.448,6267289600,4
212.508,6272204800,4
212.567,4714954752,4
212.628,4719722496,3
212.683,4725407744,4
212.743,4808376320,4
212.803,4842438656,4
212.856,4871503872,4
212.916,4900536320,4
212.976,4922441728,4
213.037,4944003072,4
213.089,4961124352,4
213.149,4975968256,4
213.210,4992614400,4
213.267,5008048128,4
213.323,3482238976,4
213.384,3495821312,3
213.446,3510255616,4
213.506,3601973248,4
213.566,3648585728,4
213.625,3689545728,4
213.686,3726688256,4
213.746,3758850048,4
213.806,3790913536,4
213.866,3826761728,4
213.927,2197028864,3
213.989,2227388416,4
214.039,2323152896,4
214.099,2383921152,4
214.160,2434416640,4
214.220,2637479936,4
214.280,2896986112,4
214.339,3137568768,4
214.399,3420471296,4
214.460,3454484480,4
214.520,3505979392,4
214.580,3573415936,4
214.638,3624779776,4
214.698,3661922304,4
214.759,3726360576,4
214.814,3780083712,4
214.874,3810852864,4
214.935,3860054016,4
214.992,4128817152,4
215.043,4412293120,4
215.103,4641865728,4
215.156,4769300480,4
215.216,4793942016,4
215.276,4829282304,4
215.331,4879253504,4
215.391,4912087040,4
215.451,4936368128,4
215.506,5114413056,4
215.566,5358780416,4
215.625,5627265024,4
215.684,5866291200,4
215.742,5916262400,4
215.802,5945376768,4
215.862,5981519872,4
215.922,6027165696,4
215.983,6056787968,4
216.043,6090997760,4
216.097,6142312448,4
216.158,6164889600,4
216.216,6176997376,4
216.276,6187335680,4
216.337,6196314112,4
216.397,6205423616,4
216.457,6215254016,4
216.514,6223691776,4
216.574,6230966272,4
216.631,6238715904,4
216.691,6244597760,4
216.747,6251282432,4
216.808,6259785728,4
216.864,6270435328,4
216.924,6277955584,4
216.981,6286524416,4
217.041,6299729920,4
217.097,6306316288,4
217.158,6312116224,4
217.214,6317441024,4
217.274,6326452224,4
217.334,6332104704,4
217.389,6338560000,4
217.449,6343475200,4
217.510,4789796864,4
217.571,4794269696,3
217.624,4798988288,4
217.681,4880990208,4
217.741,4916936704,4
217.800,4944756736,4
217.861,4970823680,4
217.914,4991549440,4
217.974,5016174592,4
218.031,5036474368,4
218.091,5055070208,4
218.148,5073666048,4
218.208,5091655680,4
218.268,5113020416,4
218.322,5128945664,4
218.383,5142364160,4
218.443,5163122688,4
218.497,5177163776,4
218.558,5191303168,4
218.612,5209210880,4
218.664,5221318656,4
218.724,5236768768,4
218.781,5250416640,4
218.841,5269209088,4
218.901,5286346752,4
218.962,5304451072,4
219.021,5336973312,4
219.081,5351833600,4
219.141,5555044352,4
219.198,5785108480,4
219.258,6012796928,4
219.318,6217760768,4
219.379,6233620480,4
219.433,6253953024,4
219.493,6298304512,4
219.547,6317359104,4
219.601,6338379776,4
219.661,6375309312,4
219.714,6419300352,4
219.775,6433210368,4
219.835,6460686336,4
219.895,6464110592,4
219.947,6466863104,4
220.008,6468108288,4
220.064,6471499776,4
220.124,6476972032,4
220.185,6477987840,4
220.244,6480019456,4
220.304,6490603520,4
220.364,4856299520,4
220.425,4860772352,3
220.485,4862820352,4
220.542,4948738048,4
220.597,4980588544,4
220.658,5010948096,4
220.718,5038407680,4
220.778,5059215360,4
220.837,5081153536,4
220.897,5098274816,4
220.957,5118394368,4
221.014,5145870336,4
221.075,3512287232,3
221.135,3545104384,4
221.196,3651059712,4
221.257,1925791744,3
221.318,1977286656,4
221.379,2095120384,4
221.439,2157019136,4
221.499,2211020800,4
221.560,2259484672,4
221.617,2300821504,4
221.675,2351874048,4
221.735,858243072,3
221.791,896172032,4
221.851,1010810880,4
221.911,1075445760,4
221.968,1298661376,4
222.028,1610432512,4
222.083,1862041600,4
222.139,2114879488,4
222.199,2167488512,4
222.256,2225373184,4
222.316,2307129344,4
222.377,2367569920,4
222.437,2414854144,4
222.492,2494676992,4
222.547,2555002880,4
222.608,2739683328,4
222.668,2990063616,4
222.728,3235872768,4
222.789,3765764096,4
222.839,4028628992,4
222.899,4286480384,4
222.960,4468539392,4
223.020,4525113344,4
223.073,4574822400,4
223.133,4649828352,4
223.193,4731486208,4
223.250,4871749632,4
223.311,5146099712,4
223.367,5452333056,4
223.427,5663637504,4
223.481,5744787456,4
223.541,5771083776,4
223.597,5805916160,4
223.658,5849284608,4
223.714,5877104640,4
223.774,5903122432,4
223.831,5965774848,4
223.891,5998231552,4
223.947,6018105344,4
224.008,6030508032,4
224.064,6036029440,4
224.124,6042828800,4
224.184,6047055872,4
224.242,6050693120,4
224.300,6054428672,4
224.359,6057738240,4
224.419,4517052416,4
224.480,4523327488,3
224.541,4528078848,4
224.597,4610523136,4
224.658,4644143104,4
224.718,4672995328,4
